Provider,Policy URL,Industry,Source,Date,Status,Score,GDPR Score,Graph Kind,Pipeline Status,Pipeline Errors
AbbVie,https://privacy.abbvie/privacy-policies/us-privacy-policy.html,Healthcare,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://privacy.abbvie/privacy-policies/us-privacy-policy.html"", ""timestamp"": ""2025-11-14T22:30:16.075192+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://privacy.abbvie/privacy-policies/us-privacy-policy.html"", ""timestamp"": ""2025-11-14T22:30:16.075913+00:00""}]"
AbbVie,https://privacy.abbvie/privacy-policies/us-privacy-policy.html,Healthcare,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://privacy.abbvie/privacy-policies/us-privacy-policy.html"", ""timestamp"": ""2025-11-14T22:30:16.148724+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://privacy.abbvie/privacy-policies/us-privacy-policy.html"", ""timestamp"": ""2025-11-14T22:30:16.148952+00:00""}]"
AbbVie,./output/data/AbbVie.pdf,Healthcare,pdf,2025-10-30,True,70.8,82.8,standard,succeeded,[]
Abbott Laboratories,https://www.abbott.com/privacy-policy.html,Healthcare,pdf,2025-09-05,True,70.8,74.4,standard,succeeded,[]
Abbott Laboratories,https://www.abbott.com/privacy-policy.html,Healthcare,webpage,2025-09-05,True,70.8,75.5,standard,succeeded,[]
Abbott Laboratories,./output/data/Abbott.pdf,Healthcare,pdf,2025-10-30,True,75.0,73.2,standard,succeeded,[]
Accenture,https://www.accenture.com/us-en/support/privacy-policy,Information Technology,pdf,2025-09-05,True,75.0,80.7,standard,succeeded,[]
Accenture,https://www.accenture.com/us-en/support/privacy-policy,Information Technology,webpage,2025-09-05,True,75.0,78.1,standard,succeeded,[]
Accenture,./output/data/Accenture.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T22:59:38.343679+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T22:59:38.343777+00:00""}]"
Adobe Inc.,https://www.adobe.com/privacy/policy.html,Information Technology,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/privacy/policy.html\nCall log:\nnavigating to \""https://www.adobe.com/privacy/policy.html\"", waiting until \""load\"""", ""timestamp"": ""2025-11-14T22:59:40.495321+00:00""}, {""message"": ""Graph generation error: Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.adobe.com/privacy/policy.html\nCall log:\nnavigating to \""https://www.adobe.com/privacy/policy.html\"", waiting until \""load\"""", ""timestamp"": ""2025-11-14T22:59:40.495490+00:00""}]"
Adobe Inc.,https://www.adobe.com/privacy/policy.html,Information Technology,webpage,2025-09-05,True,66.7,87.1,standard,succeeded,[]
Adobe Inc.,./output/data/Adobe.pdf,Information Technology,pdf,2025-10-30,True,70.8,88.9,standard,succeeded,[]
Advanced Micro Devices,https://www.amd.com/en/legal/privacy.html,Information Technology,pdf,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.amd.com/en/legal/privacy.html"", ""timestamp"": ""2025-11-14T23:07:00.426582+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.amd.com/en/legal/privacy.html"", ""timestamp"": ""2025-11-14T23:07:00.427299+00:00""}]"
Advanced Micro Devices,https://www.amd.com/en/legal/privacy.html,Information Technology,webpage,2025-09-05,False,,,none,failed,"[{""message"": ""Graph generation failed: Document is not accessible or does not exist: https://www.amd.com/en/legal/privacy.html"", ""timestamp"": ""2025-11-14T23:07:50.247442+00:00""}, {""message"": ""Graph generation error: Document is not accessible or does not exist: https://www.amd.com/en/legal/privacy.html"", ""timestamp"": ""2025-11-14T23:07:53.146953+00:00""}]"
Advanced Micro Devices,./output/data/AMD.pdf,Information Technology,pdf,2025-10-30,True,79.2,77.4,standard,succeeded,[]
Aflac,https://www.aflac.com/privacy-center/privacy-policy.aspx,Financials,pdf,2025-09-05,True,87.5,78.2,standard,succeeded,[]
Aflac,https://www.aflac.com/privacy-center/privacy-policy.aspx,Financials,webpage,2025-09-05,True,41.7,59.9,standard,succeeded,[]
Aflac,./output/data/Aflac.pdf,Financials,pdf,2025-10-30,True,83.3,75.1,standard,succeeded,[]
Agilent Technologies,https://www.agilent.com/home/privacy-policy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Agilent Technologies,https://www.agilent.com/home/privacy-policy,Healthcare,webpage,2025-09-05,True,91.7,83.1,standard,succeeded,[]
Agilent Technologies,./output/data/Agilent.pdf,Healthcare,pdf,2025-10-30,True,87.5,82.0,standard,succeeded,[]
Akamai Technologies,https://www.akamai.com/legal/privacy-statement,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Akamai Technologies,https://www.akamai.com/legal/privacy-statement,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Akamai Technologies,./output/data/Akamai.pdf,Information Technology,pdf,2025-10-30,True,70.8,93.4,standard,succeeded,[]
Align Technology,https://www.aligntech.com/privacy_policy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Align Technology,https://www.aligntech.com/privacy_policy,Information Technology,webpage,2025-09-05,True,70.8,89.4,standard,succeeded,[]
Align Technology,./output/data/AlignTechnology.pdf,Information Technology,pdf,2025-10-30,True,83.3,85.3,standard,succeeded,[]
Allstate,https://www.allstate.com/privacy-center/aic-privacy-statement,Financials,pdf,2025-09-05,True,83.3,74.0,standard,succeeded,[]
Allstate,https://www.allstate.com/privacy-center/aic-privacy-statement,Financials,webpage,2025-09-05,True,87.5,66.8,standard,succeeded,[]
Allstate,./output/data/Allstate.pdf,Financials,pdf,2025-10-30,True,87.5,76.9,standard,succeeded,[]
American Express,https://www.americanexpress.com/us/company/privacy-center/online-privacy-disclosures/#privacy-statement,Financials,pdf,2025-09-05,True,54.2,87.7,standard,succeeded,[]
American Express,https://www.americanexpress.com/us/company/privacy-center/online-privacy-disclosures/#privacy-statement,Financials,webpage,2025-09-05,True,75.0,71.4,standard,succeeded,[]
American Express,./output/data/AmericanExpress.pdf,Financials,pdf,2025-10-30,True,62.5,69.7,standard,succeeded,[]
American International Group,https://www.aig.com/privacy-policy,Financials,pdf,2025-09-05,True,79.2,75.5,standard,succeeded,[]
American International Group,https://www.aig.com/privacy-policy,Financials,webpage,2025-09-05,True,79.2,74.8,standard,succeeded,[]
American International Group,./output/data/AIG.pdf,Financials,pdf,2025-10-30,True,75.0,73.3,standard,succeeded,[]
Ameriprise Financial,https://www.ameriprise.com/binaries/content/assets/ampcom/wcm/AMP_PRIVACY-NOTICE.PDF,Financials,pdf,2025-09-05,False,,,none,pending,[]
Ameriprise Financial,https://www.ameriprise.com/binaries/content/assets/ampcom/wcm/AMP_PRIVACY-NOTICE.PDF,Financials,webpage,2025-09-05,False,,,none,pending,[]
Ameriprise Financial,./output/data/Ameriprise.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T23:37:38.564283+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T23:37:38.564391+00:00""}]"
Amgen,https://www.amgen.com/privacy-statement,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Amgen,https://www.amgen.com/privacy-statement,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Amgen,./output/data/Amgen.pdf,Healthcare,pdf,2025-10-30,True,83.3,78.5,standard,succeeded,[]
Amphenol,https://amphenol.com/privacy-policy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Amphenol,https://amphenol.com/privacy-policy,Information Technology,webpage,2025-09-05,True,79.2,79.3,standard,succeeded,[]
Amphenol,./output/data/Amphenol.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-14T23:38:41.710087+00:00""}, {""message"": ""Graph generation error: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-14T23:38:41.710247+00:00""}]"
Analog Devices,https://www.analog.com/en/who-we-are/legal-and-risk-oversight/data-privacy/privacy-policy.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Analog Devices,https://www.analog.com/en/who-we-are/legal-and-risk-oversight/data-privacy/privacy-policy.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Analog Devices,./output/data/AnalogDevices.pdf,Information Technology,pdf,2025-10-30,True,91.7,92.4,standard,succeeded,[]
Ansys,https://www.ansys.com/legal/privacy-notice,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Ansys,https://www.ansys.com/legal/privacy-notice,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Ansys,./output/data/Ansys.pdf,Information Technology,pdf,2025-10-30,True,79.2,81.8,standard,succeeded,[]
Aon plc,https://www.aon.com/privacy-statement,Financials,pdf,2025-09-05,False,,,none,pending,[]
Aon plc,https://www.aon.com/privacy-statement,Financials,webpage,2025-09-05,False,,,none,pending,[]
Aon plc,./output/data/AON.pdf,Financials,pdf,2025-10-30,True,66.7,88.1,standard,succeeded,[]
Apollo Global Management,https://www.apollo.com/governance/privacy-policy,Financials,pdf,2025-09-05,True,87.5,90.2,standard,succeeded,[]
Apollo Global Management,https://www.apollo.com/governance/privacy-policy,Financials,webpage,2025-09-05,True,87.5,79.2,standard,succeeded,[]
Apollo Global Management,./output/data/Apollo.pdf,Financials,pdf,2025-10-30,True,87.5,92.7,standard,succeeded,[]
Apple Inc.,https://www.apple.com/legal/privacy/pdfs/apple-privacy-policy-en-ww.pdf,Information Technology,pdf,2025-09-05,True,79.2,99.7,standard,succeeded,[]
Apple Inc.,https://www.apple.com/legal/privacy/pdfs/apple-privacy-policy-en-ww.pdf,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Apple Inc.,./output/data/Apple.pdf,Information Technology,pdf,2025-10-30,True,79.2,99.7,standard,succeeded,[]
Applied Materials,https://www.appliedmaterials.com/us/en/pages/privacy.html,Information Technology,pdf,2025-09-05,True,83.3,81.9,standard,succeeded,[]
Applied Materials,https://www.appliedmaterials.com/us/en/pages/privacy.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Applied Materials,./output/data/AppliedMaterials.pdf,Information Technology,pdf,2025-10-30,True,83.3,93.6,standard,succeeded,[]
Arch Capital Group,https://www.archgroup.com/privacy-policy/,Financials,pdf,2025-09-05,False,,,none,pending,[]
Arch Capital Group,https://www.archgroup.com/privacy-policy/,Financials,webpage,2025-09-05,False,,,none,pending,[]
Arch Capital Group,./output/data/ArchGroup.pdf,Financials,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T23:51:56.142467+00:00""}, {""message"": ""Graph generation error: html_crawler failure: Not like a privacy policy"", ""timestamp"": ""2025-11-14T23:51:56.142579+00:00""}]"
Arista Networks,https://www.arista.com/en/privacy-policy,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Arista Networks,https://www.arista.com/en/privacy-policy,Information Technology,webpage,2025-09-05,True,87.5,77.6,standard,succeeded,[]
Arista Networks,./output/data/Arista.pdf,Information Technology,pdf,2025-10-30,True,87.5,84.6,standard,succeeded,[]
Arthur J. Gallagher & Co.,https://www.ajg.com/us/privacy-policy/,Financials,pdf,2025-09-05,False,,,none,pending,[]
Arthur J. Gallagher & Co.,https://www.ajg.com/us/privacy-policy/,Financials,webpage,2025-09-05,True,83.3,79.9,standard,succeeded,[]
Arthur J. Gallagher & Co.,./output/data/AJG.pdf,Financials,pdf,2025-10-30,True,83.3,88.8,standard,succeeded,[]
Assurant,https://www.assurant.com/privacypolicy,Financials,pdf,2025-09-05,True,79.2,68.9,standard,succeeded,[]
Assurant,https://www.assurant.com/privacypolicy,Financials,webpage,2025-09-05,True,79.2,79.9,standard,succeeded,[]
Assurant,./output/data/Assurant.pdf,Financials,pdf,2025-10-30,True,79.2,77.6,standard,succeeded,[]
Autodesk,https://www.autodesk.com/company/legal-notices-trademarks/privacy-statement,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Autodesk,https://www.autodesk.com/company/legal-notices-trademarks/privacy-statement,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Autodesk,./output/data/Autodesk.pdf,Information Technology,pdf,2025-10-30,True,70.8,76.2,standard,succeeded,[]
BNY Mellon,https://www.bny.com/corporate/global/en/disclaimers/privacy-california.html,Financials,pdf,2025-09-05,True,66.7,92.7,standard,succeeded,[]
BNY Mellon,https://www.bny.com/corporate/global/en/disclaimers/privacy-california.html,Financials,webpage,2025-09-05,True,8.3,28.0,standard,succeeded,[]
BNY Mellon,./output/data/BNY.pdf,Financials,pdf,2025-10-30,True,66.7,81.1,standard,succeeded,[]
Bank of America,https://www.bankofamerica.com/content/documents/privacy/us-consumer-privacy-notice-en.pdf,Financials,pdf,2025-09-05,True,50.0,87.8,standard,succeeded,[]
Bank of America,https://www.bankofamerica.com/content/documents/privacy/us-consumer-privacy-notice-en.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Bank of America,./output/data/BofA.pdf,Financials,pdf,2025-10-30,True,50.0,87.8,standard,succeeded,[]
Baxter International,https://www.baxter.com/us-privacy,Healthcare,pdf,2025-09-05,True,54.2,45.6,standard,succeeded,[]
Baxter International,https://www.baxter.com/us-privacy,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Baxter International,./output/data/Baxter.pdf,Healthcare,pdf,2025-10-30,True,54.2,71.5,standard,succeeded,[]
Becton Dickinson,https://www.bd.com/en-us/about-bd/policies/privacy-policy-statement,Healthcare,pdf,2025-09-05,True,79.2,71.8,standard,succeeded,[]
Becton Dickinson,https://www.bd.com/en-us/about-bd/policies/privacy-policy-statement,Healthcare,webpage,2025-09-05,True,75.0,87.3,standard,succeeded,[]
Becton Dickinson,./output/data/BD.pdf,Healthcare,pdf,2025-10-30,True,75.0,88.8,standard,succeeded,[]
Berkshire Hathaway,https://www.bhhs.com/privacy-policy,Financials,pdf,2025-09-05,False,,,none,pending,[]
Berkshire Hathaway,https://www.bhhs.com/privacy-policy,Financials,webpage,2025-09-05,False,,,none,pending,[]
Berkshire Hathaway,./output/data/BHHC.pdf,Financials,pdf,2025-10-30,True,50.0,87.5,standard,succeeded,[]
Bio-Techne,https://www.bio-techne.com/privacy-and-cookie-policy#privacy,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Bio-Techne,https://www.bio-techne.com/privacy-and-cookie-policy#privacy,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Bio-Techne,./output/data/Bio-Techne.pdf,Healthcare,pdf,2025-10-30,True,70.8,71.2,standard,succeeded,[]
Biogen,https://www.biogen.com/privacy-center.html,Healthcare,pdf,2025-09-05,True,50.0,65.5,standard,succeeded,[]
Biogen,https://www.biogen.com/privacy-center.html,Healthcare,webpage,2025-09-05,True,75.0,76.8,standard,succeeded,[]
Biogen,./output/data/Biogen.pdf,Healthcare,pdf,2025-10-30,True,70.8,75.7,standard,succeeded,[]
BlackRock,https://www.blackrock.com/corporate/compliance/privacy-notice,Financials,pdf,2025-09-05,False,,,none,pending,[]
BlackRock,https://www.blackrock.com/corporate/compliance/privacy-notice,Financials,webpage,2025-09-05,True,83.3,90.9,standard,succeeded,[]
BlackRock,./output/data/BlackRock.pdf,Financials,pdf,2025-10-30,True,75.0,92.8,standard,succeeded,[]
Blackstone Inc.,https://www.blackstone.com/privacy/online-privacy-notice/,Financials,pdf,2025-09-05,True,83.3,82.5,standard,succeeded,[]
Blackstone Inc.,https://www.blackstone.com/privacy/online-privacy-notice/,Financials,webpage,2025-09-05,True,83.3,72.2,standard,succeeded,[]
Blackstone Inc.,./output/data/Blackstone.pdf,Financials,pdf,2025-10-30,True,83.3,72.5,standard,succeeded,[]
Boston Scientific,https://www.bostonscientific.com/en-US/privacy-policy.html,Healthcare,pdf,2025-09-05,True,70.8,78.3,standard,succeeded,[]
Boston Scientific,https://www.bostonscientific.com/en-US/privacy-policy.html,Healthcare,webpage,2025-09-05,True,70.8,74.7,standard,succeeded,[]
Boston Scientific,./output/data/BostonScientific.pdf,Healthcare,pdf,2025-10-30,True,70.8,79.2,standard,succeeded,[]
Bristol Myers Squibb,https://www.bms.com/assets/bms/us/en-us/pdf/general-privacy-notice.pdf,Healthcare,pdf,2025-09-05,True,83.3,84.0,standard,succeeded,[]
Bristol Myers Squibb,https://www.bms.com/assets/bms/us/en-us/pdf/general-privacy-notice.pdf,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Bristol Myers Squibb,./output/data/BMS.pdf,Healthcare,pdf,2025-10-30,True,83.3,84.0,standard,succeeded,[]
Broadcom,https://www.broadcom.com/company/legal/privacy/policy,Information Technology,pdf,2025-09-05,True,70.8,86.2,standard,succeeded,[]
Broadcom,https://www.broadcom.com/company/legal/privacy/policy,Information Technology,webpage,2025-09-05,True,70.8,78.5,standard,succeeded,[]
Broadcom,./output/data/Broadcom.pdf,Information Technology,pdf,2025-10-30,True,70.8,87.1,standard,succeeded,[]
Brown & Brown,https://www.bbinsurance.com/privacy-statement/,Financials,pdf,2025-09-05,False,,,none,pending,[]
Brown & Brown,https://www.bbinsurance.com/privacy-statement/,Financials,webpage,2025-09-05,False,,,none,pending,[]
Brown & Brown,./output/data/BBrown.pdf,Financials,pdf,2025-10-30,True,83.3,79.2,standard,succeeded,[]
CDW Corporation,https://www.cdw.com/content/cdw/en/terms-conditions/privacy-notice.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
CDW Corporation,https://www.cdw.com/content/cdw/en/terms-conditions/privacy-notice.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
CDW Corporation,./output/data/CDW.pdf,Information Technology,pdf,2025-10-30,True,70.8,76.9,standard,succeeded,[]
CME Group,https://www.cmegroup.com/privacy-policy/general.html,Financials,pdf,2025-09-05,False,,,none,pending,[]
CME Group,https://www.cmegroup.com/privacy-policy/general.html,Financials,webpage,2025-09-05,False,,,none,pending,[]
CME Group,./output/data/CME.pdf,Financials,pdf,2025-10-30,True,83.3,87.5,standard,succeeded,[]
CVS Health,https://www.cvshealth.com/privacy-policy.html,Healthcare,pdf,2025-09-05,True,70.8,81.6,standard,succeeded,[]
CVS Health,https://www.cvshealth.com/privacy-policy.html,Healthcare,webpage,2025-09-05,True,70.8,78.3,standard,succeeded,[]
CVS Health,./output/data/CVSHealth.pdf,Healthcare,pdf,2025-10-30,True,70.8,75.8,standard,succeeded,[]
Cadence Design Systems,https://www.cadence.com/en_US/home/privacy/privacy-policy.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Cadence Design Systems,https://www.cadence.com/en_US/home/privacy/privacy-policy.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Cadence Design Systems,./output/data/Cadence.pdf,Information Technology,pdf,2025-10-30,True,79.2,80.2,standard,succeeded,[]
Capital One,https://ecm.capitalone.com/WCM/privacy/2025-capital-one-online-privacy-policy.pdf,Financials,pdf,2025-09-05,True,70.8,74.7,standard,succeeded,[]
Capital One,https://ecm.capitalone.com/WCM/privacy/2025-capital-one-online-privacy-policy.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Capital One,./output/data/CapitalOne.pdf,Financials,pdf,2025-10-30,True,70.8,74.7,standard,succeeded,[]
Cardinal Health,https://www.cardinalhealth.com/en/support/privacy-policy.html,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Cardinal Health,https://www.cardinalhealth.com/en/support/privacy-policy.html,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Cardinal Health,./output/data/CardinalHealth.pdf,Healthcare,pdf,2025-10-30,True,83.3,88.2,standard,succeeded,[]
Cboe Global Markets,https://www.cboe.com/privacy,Financials,pdf,2025-09-05,True,87.5,80.5,standard,succeeded,[]
Cboe Global Markets,https://www.cboe.com/privacy,Financials,webpage,2025-09-05,True,87.5,82.3,standard,succeeded,[]
Cboe Global Markets,./output/data/Cboe.pdf,Financials,pdf,2025-10-30,True,87.5,81.6,standard,succeeded,[]
Cencora,https://www.cencora.com/global-privacy-statement,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Cencora,https://www.cencora.com/global-privacy-statement,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Cencora,./output/data/Cencora.pdf,Healthcare,pdf,2025-10-30,True,87.5,67.7,standard,succeeded,[]
Centene Corporation,https://www.centene.com/privacy-policy.html,Healthcare,pdf,2025-09-05,True,75.0,75.0,standard,succeeded,[]
Centene Corporation,https://www.centene.com/privacy-policy.html,Healthcare,webpage,2025-09-05,True,75.0,75.2,standard,succeeded,[]
Centene Corporation,./output/data/Centene.pdf,Healthcare,pdf,2025-10-30,True,75.0,78.1,standard,succeeded,[]
Charles River Laboratories,https://criver.widen.net/content/t093dbdulb/original/CRL---Website-Privacy-Notice.pdf,Healthcare,pdf,2025-09-05,True,87.5,86.7,standard,succeeded,[]
Charles River Laboratories,https://criver.widen.net/content/t093dbdulb/original/CRL---Website-Privacy-Notice.pdf,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Charles River Laboratories,./output/data/CRL.pdf,Healthcare,pdf,2025-10-30,True,87.5,86.7,standard,succeeded,[]
Charles Schwab Corporation,https://disclosures.schwab.com/SchwabDashboard/61306/REG60835FM.pdf,Financials,pdf,2025-09-05,False,,,none,pending,[]
Charles Schwab Corporation,https://disclosures.schwab.com/SchwabDashboard/61306/REG60835FM.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Charles Schwab Corporation,./output/data/CharlesSchwab.pdf,Financials,pdf,2025-10-30,True,62.5,90.7,standard,succeeded,[]
Chubb Limited,https://www.chubb.com/us-en/online-privacy-policy.html,Financials,pdf,2025-09-05,True,83.3,73.6,standard,succeeded,[]
Chubb Limited,https://www.chubb.com/us-en/online-privacy-policy.html,Financials,webpage,2025-09-05,True,83.3,69.1,standard,succeeded,[]
Chubb Limited,./output/data/Chubb.pdf,Financials,pdf,2025-10-30,True,83.3,70.6,standard,succeeded,[]
Cigna,https://www.cigna.com/static/www-cigna-com/docs/cigna-health-care-and-cigna-supplemental-benefits-privacy-notice-eng.pdf,Healthcare,pdf,2025-09-05,True,66.7,80.0,standard,succeeded,[]
Cigna,https://www.cigna.com/static/www-cigna-com/docs/cigna-health-care-and-cigna-supplemental-benefits-privacy-notice-eng.pdf,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Cigna,./output/data/Cigna.pdf,Healthcare,pdf,2025-10-30,True,66.7,80.0,standard,succeeded,[]
Cincinnati Financial,https://edge.sitecorecloud.io/cincinna-x33xq9h6/media/Project/Cincinnati-Financial/CinFin/Files/legal-footer/privacy-policy/Electronic-Privacy-Policy.pdf,Financials,pdf,2025-09-05,True,75.0,90.5,standard,succeeded,[]
Cincinnati Financial,https://edge.sitecorecloud.io/cincinna-x33xq9h6/media/Project/Cincinnati-Financial/CinFin/Files/legal-footer/privacy-policy/Electronic-Privacy-Policy.pdf,Financials,webpage,2025-09-05,False,,,none,pending,[]
Cincinnati Financial,./output/data/CincinnatiFinancial.pdf,Financials,pdf,2025-10-30,True,75.0,90.5,standard,succeeded,[]
Cisco,https://www.cisco.com/c/en/us/about/legal/privacy-full.html,Information Technology,pdf,2025-09-05,True,83.3,84.4,standard,succeeded,[]
Cisco,https://www.cisco.com/c/en/us/about/legal/privacy-full.html,Information Technology,webpage,2025-09-05,True,83.3,90.3,standard,succeeded,[]
Cisco,./output/data/Cisco.pdf,Information Technology,pdf,2025-10-30,False,,,none,failed,"[{""message"": ""Graph generation failed: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-15T00:14:16.494208+00:00""}, {""message"": ""Graph generation error: Page.evaluate: Readability.js failed to parse the document\n@debugger eval code line 226 > eval:7:23\nevaluate@debugger eval code:233:19\n@debugger eval code:1:44"", ""timestamp"": ""2025-11-15T00:14:16.494361+00:00""}]"
Citigroup,https://www.citi.com/policies/us-privacy-notice-for-consumers,Financials,pdf,2025-09-05,False,,,none,pending,[]
Citigroup,https://www.citi.com/policies/us-privacy-notice-for-consumers,Financials,webpage,2025-09-05,False,,,none,pending,[]
Citigroup,./output/data/Citi.pdf,Financials,pdf,2025-10-30,True,66.7,72.8,standard,succeeded,[]
Citizens Financial Group,https://www.citizensbank.com/account-safeguards/privacy.aspx#online-privacy-policy,Financials,pdf,2025-09-05,False,,,none,pending,[]
Citizens Financial Group,https://www.citizensbank.com/account-safeguards/privacy.aspx#online-privacy-policy,Financials,webpage,2025-09-05,False,,,none,pending,[]
Citizens Financial Group,./output/data/Citizens.pdf,Financials,pdf,2025-10-30,True,79.2,65.1,standard,succeeded,[]
Cognizant,https://www.cognizant.com/en_us/general/documents/cognizant-privacy-notice.pdf,Information Technology,pdf,2025-09-05,True,66.7,90.5,standard,succeeded,[]
Cognizant,https://www.cognizant.com/en_us/general/documents/cognizant-privacy-notice.pdf,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Cognizant,./output/data/Cognizant.pdf,Information Technology,pdf,2025-10-30,True,62.5,76.5,standard,succeeded,[]
Coinbase,https://www.coinbase.com/legal/privacy,Financials,pdf,2025-09-05,False,,,none,pending,[]
Coinbase,https://www.coinbase.com/legal/privacy,Financials,webpage,2025-09-05,False,,,none,pending,[]
Coinbase,./output/data/Coinbase.pdf,Financials,pdf,2025-10-30,True,83.3,78.5,standard,succeeded,[]
Cooper Companies (The),https://www.coopersurgical.com/privacy-policy/,Healthcare,pdf,2025-09-05,False,,,none,pending,[]
Cooper Companies (The),https://www.coopersurgical.com/privacy-policy/,Healthcare,webpage,2025-09-05,False,,,none,pending,[]
Cooper Companies (The),./output/data/CooperSurgical.pdf,Healthcare,pdf,2025-10-30,True,25.0,30.8,standard,succeeded,[]
Corning Inc.,https://www.corning.com/worldwide/en/privacy-policy/privacy-notice-for-customers.html,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
Corning Inc.,https://www.corning.com/worldwide/en/privacy-policy/privacy-notice-for-customers.html,Information Technology,webpage,2025-09-05,False,,,none,pending,[]
Corning Inc.,./output/data/Corning.pdf,Information Technology,pdf,2025-10-30,True,58.3,96.6,standard,succeeded,[]
Corpay,https://www.corpay.com/privacy-policy/unitedstates,Financials,pdf,2025-09-05,True,83.3,93.6,standard,succeeded,[]
Corpay,https://www.corpay.com/privacy-policy/unitedstates,Financials,webpage,2025-09-05,True,83.3,70.0,standard,succeeded,[]
Corpay,./output/data/Corpay.pdf,Financials,pdf,2025-10-30,True,83.3,66.2,standard,succeeded,[]
CrowdStrike,https://www.crowdstrike.com/en-us/legal/privacy-notice/,Information Technology,pdf,2025-09-05,False,,,none,pending,[]
CrowdStrike,https://www.crowdstrike.com/en-us/legal/privacy-notice/,Information Technology,webpage,2025-09-05,True,83.3,76.7,standard,succeeded,[]
CrowdStrike,./output/data/CrowdStrike.pdf,Information Technology,pdf,2025-10-30,True,83.3,78.1,standard,succeeded,[]
DaVita,https://www.davita.com/privacy-policy,Healthcare,pdf,2025-09-05,True,70.8,87.9,standard,succeeded,[]
